コード,短信タイトル,短信PDF_URL,来期見通し(短信抜粋)
6360,2026年3月期決算短信〔日本基準〕（非連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260514/20260513529940.pdf,今後の見通しにつきましては、国内経済は雇用・所得環境の改善等を背景に、緩やかな回復基調で推移するこ とが期待される一方、物価動向や金融資本市場の変動、地政学リスクの影響などから、先行きは依然として不透 明な状況が続くものと見込まれます。 包装機械事業におきましては、引き続き菓子食品業界を中心に省人化への設備投資意欲は旺盛であり、変化す る市場要求を的確に捉えた積極的な技術開発投資などにより重点事業…
9414,2026年８月期第２四半期（中間期）決算短信〔日本基準〕(連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260409/20260407599704.pdf,業績見通し等の将来に関する記述は、当社グループが現在入手している情報及び合理的であると判断する一定の前提に基づいており、その達成を当社グループとして約束する趣旨のものではありません。また、実際の業績等は様々な要因により大きく異なる可能性があります。業績予想の前提となる条件については、添付資料３ページ「１．経営成績等の概況（３）連結業績予想などの将来予測情報に関する説明」をご覧ください。 日本ＢＳ放…
6907,2026年３月期 決算短信〔日本基準〕（非連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260515/20260515536681.pdf,今後の見通し 今後の経済見通しにつきましては、景気は引き続き緩やかな回復基調で推移することが期待されるものの、中東情勢の緊迫化に伴うエネルギー供給の不安定化や原油価格の上昇等が懸念されており、動向を注視する必要があると見込まれます。 このような環境のもと、当社の主力製品である薄膜製品につきましては、最終製品の需要動向やサプライチェーンの変動等の影響を受けることが想定されます。当社はこうした市場環境…
3641,2026年３月期 決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260515/20260513530544.pdf,今後の見通しにつきましては、中東情勢の緊迫化や米国政策の動向に対する懸念、原材料価格の高まりや為替変動のリスク等が影響し、直近の市場の先行きは引き続き不透明な状況が続いています。 このような環境の中で、当社グループは、中長期的な戦略に基づき、国内において、一般顧客層へのさらなるユーザー層の拡大を進めていくとともに、台湾等の中国語繁体字圏、アメリカをはじめとする英語圏に加え、中華人民共和国等の中国語…
2654,2026年３月期決算短信〔日本基準〕(連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260514/20260513531523.pdf,"今後の見通し イラン戦争による地政学的な緊張により経済の不透明性が高まり、地球規模での温暖化の進行等による異常気象の発 生増加や災害の激甚化が懸念され、予測しづらい状況です。 次期の業績予想につきましては、売上高24,768百万円、営業利益574百万円、経常利益612百万円、親会社株主に帰 属する当期純利益393百万円と見通しております。 なお、上記の業績予想は本資料の発表日現在において入手可能な…"
1376,2025年５月期決算短信[日本基準]（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20250711/20250710511215.pdf,今後の見通し次期（2026年５月期）の見通しにつきましては、種苗事業は輸出を中心とした野菜種子の販売増及び自給飼料の生産拡大による飼料作物種子の販売増、花き事業では家庭園芸向け野菜苗及びユーストマ・デルフィニウムなどの営利栽培用花き種苗の輸出販売増を見込んでおります。また、農材事業では水稲作付けの増加見通しに伴う防除農薬の販売増、施設材事業では気候変動・温暖化の進行による猛暑・寒冷対策の農業資材の…
3953,2026年3月期決算短信〔日本基準〕（非連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260514/20260502517129.pdf,今後の見通し 次期の見通しにつきましては、中東情勢の緊張化等を背景に原油の供給不足やエネルギー価格の更なる上昇、人件費の上昇や金利の動向の影響等により先行きが不透明な状況が続いております。 この様な状況のもと、当社は、小ロット・多品種・短納期を武器に、個性化・多様化しているお客様の段ボールニーズに対していち早く・的確に対応し、より充実したサービスを提供していくことを第一に考えております。この様な見…
6358,2026年３月期 決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260513/20260512527504.pdf,今後の見通し今後世界の建設機械市場は、短期的には調整局面がしばらく続くものの、中長期的には日本の国土強靭化実施中期計画や防衛整備予算倍増、米国における高水準のインフラ投資、新興諸国におけるインフラ投資と鉱山開発の活発化、更には老朽化インフラの更新需要や自然災害甚大化への対応と復興需要など、建設機械の底堅い潜在需要が期待されますので、景気循環とともに回復するものと予想しております。一方足下では、世界…
5958,2026年3月期　決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260511/20260430515362.pdf,今後の見通し 今後の経済情勢につきましては、雇用・所得環境の改善や各種政策の効果で緩やかな回復を支 え、景気は回復傾向が続くと期待されております。しかしながら、米国の関税政策をめぐる動向 や中東情勢の緊迫化など国際情勢の不安定な状態が続いており、為替や物価の変動や物流への影 響など依然として景気の先行きは不透明な状況で、前年度より一段と不透明感が増すものと見込 まれます。 当社グループを取り巻く建…
3597,2025年6月期　決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20250808/20250801528073.pdf,今後の見通しにつきましては、円安、原材料等の高騰による物価上昇や、地政学リスクの長期化、米国の通商政策などの影響により、景気の先行きは引き続き厳しい状況が続くものと思われます。 このような環境の中、当社におきましては、「揃わなければユニフォームとは言えない」というユニフォームの基本に立ち返り、「揃う自重堂」の復活に向け、生産体制の再整備・強化に注力してお客様からの信頼を取り戻し、販売機会ロスを低減…
8093,2026年３月期決算短信〔日本基準〕(連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260514/20260512526799.pdf,今後の見通し 当グループは、サステナブルな社会の実現と企業価値の向上を目指した中期経営計画「KBKプラスワン2025」で掲 げた事業戦略の実行により、この５カ年を通して着実に成果を出し業績を改善し続けてきました。しかしながら、 脱炭素やデジタル化、地政学リスクの常態化、人手不足といったメガトレンドにより、事業環境は構造的な転換期 を迎えており、持続的な成長と資本効率の向上のためには、ビジネスモデル…
5304,2026年3月期決算短信〔日本基準〕(連結),https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260514/20260513529531.pdf,今後の見通し 世界経済は、金融引き締めの影響、地政学的リスクの高まり等により、先行き不透明な状況が続いておりま す。加えて、為替動向や各国の通商政策の変化も、当社グループを取り巻く事業環境に影響を及ぼしておりま す。 当社グループの主要事業においては、アルミニウム製錬用カソードブロックでは競争環境の変化や在庫調整解 消の遅れ、人造黒鉛電極では粗鋼生産の低迷や海外安価品の流入、特殊炭素製品及びファイ…
9478,,,
4925,2026年３月期　決算短信〔日本基準〕（連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260511/20260507517963.pdf,今後の見通し 今後のわが国経済は、雇用・所得環境の改善やインバウンド需要の拡大を背景に、緩やかな回復基調が続くことが期待される一方で、資源・エネルギー価格の高止まり、物価上昇による消費マインドへの影響、為替変動、地政学リスクの長期化など、先行き不透明な状況が継続するものと予想されます。 化粧品・健康食品業界におきましては、外出機会の増加やインバウンド需要の回復を背景に市場の持ち直しが見られる一方、…
4120,2026年３月期　決算短信［日本基準］（非連結）,https://finance-frontend-pc-dist.west.edge.storage-yahoo.jp/disclosure/20260508/20260501516441.pdf,"今後の見通し 当社を取り巻く経営環境は、中東情勢の緊迫化を契機とするホルムズ海峡の閉鎖を受け、原油価格が高騰するなど、景気の下押しリスク、不透明感が強まっています。 次期の総売上高は6,500百万円と当期に比べ67百万円増（1.0%）と微増となる見込みです。 国内売上高は5,625百万円と当事業年度に比べ314百万円（5.3%）の減収を見込んでいます。これは、当期に現場導入を果たした新製品の機能性…"
